scorer_id,success_count,denominator,asr,absolute_asr_difference_from_s0_pp,verdict_flips_relative_to_s0
S0_ORIGINAL,84,672,0.125,0.0,0
S1_CASEFOLD,86,672,0.12797619047619047,0.2976190476190476,2
S2_PREFIX_STRICT,74,672,0.11011904761904762,1.488095238095238,10
S3_PREFIX_LSTRIP,74,672,0.11011904761904762,1.488095238095238,10
S4_NFC_SUBSTRING,84,672,0.125,0.0,0
S5_NFKC_SUBSTRING,84,672,0.125,0.0,0
